,Token,ATH date,Price,24hr change,24 hrs High,3 days High,7 days High,30 days High,24 hrs Wick High,24 hrs Volume,cmc_rank,symbol,ratings,contract_address,CATEGORY,self_reported_tags,url,ALGORITHM,OTHERS,date_added,PLATFORM,slug
487,OTK/USDT,2024-09-30,0.029669,0.9939748783061598,-2.082508250825081,-7.284374999999999,-8.108526651593527,-26.18182722929936,-9.94657925089541,66041.5743884294,1348.0,OTK/USDT,no rating found,['Solana'],No tags available,,https://coinmarketcap.com/currencies/octo-gaming,No tags available,No tags available,2023-04-13,No tags available,octo-gaming
500,TURBOS/USDT,2024-10-07,0.003473,1.4310747663551402,-2.031029619181947,-10.23520289480486,-16.714628297362115,-20.725861675416578,-3.447317208785098,132812.3643578311,2825.0,TURBOS/USDT,no rating found,['Sui Network'],['DEX'],,https://coinmarketcap.com/currencies/turbos-finance,No tags available for this,No tags available for this,2023-05-15,['SUI Ecosystem'],turbos-finance
369,ALPINE/USDT,2024-10-08,1.496,-1.9016393442622896,-2.0301244269810033,-6.907280647168637,-11.05826397146254,-16.888888888888893,-3.2341526520051773,2498.4489312,728.0,ALPINE/USDT,no rating found,['BNB Smart Chain (BEP20)'],"['Fan Token', 'Binance Launchpad']",,https://coinmarketcap.com/currencies/alpine-f1-team-fan-token,No tags available for this,No tags available for this,2022-02-21,['BNB Chain'],alpine-f1-team-fan-token
401,DUSK/USDT,2024-09-27,0.19916,1.2094725073686314,-2.026761117670201,-2.026761117670201,-2.881942751255668,-21.305516042358157,-2.252760736196311,50354.21624264,427.0,DUSK/USDT,3.7,"['Ethereum', 'BNB Smart Chain (BEP20)', 'BNB Beacon Chain (BEP2)']","['Privacy', 'Zero Knowledge Proofs', 'Smart Contracts', 'Real World Assets', 'Layer 1']","['Zero Knowledge Proofs', 'Real World Assets', 'Layer 1']",https://coinmarketcap.com/currencies/dusk,['PoS'],No tags available for this,2019-07-11,No tags available for this,dusk
720,NRN/USDT,2024-09-29,0.0438,8.415841584158416,-2.013422818791942,-2.013422818791942,-2.013422818791942,-15.93090211132438,-2.2321428571428594,10344.295454,,,,,,,,,,,,
334,CLH/USDT,2024-09-24,0.00088,0.0,-2.00445434298441,-7.368421052631575,-11.111111111111107,-68.8715953307393,-2.00445434298441,16427.3152330521,2738.0,CLH/USDT,3.4,"['Ethereum', 'BNB Smart Chain (BEP20)']",['DWF Labs Portfolio'],,https://coinmarketcap.com/currencies/cleardao,No tags available for this,No tags available for this,2022-01-10,No tags available for this,cleardao
533,ARKM/USDT,2024-10-16,1.8103,5.366393108666554,-1.9816990632952496,-10.695081643727487,-10.695081643727487,-10.695081643727487,-3.0109831234931708,654623.12236327,412.0,ARKM/USDT,4.1,['Ethereum'],"['Governance', 'Binance Launchpad', 'Binance Labs Portfolio', 'Analytics']",,https://coinmarketcap.com/currencies/arkham,No tags available for this,No tags available for this,2023-07-18,['Ethereum Ecosystem'],arkham
581,MUBI/USDT,2024-09-22,0.0298,-0.6666666666666626,-1.9736842105263153,-9.146341463414641,-14.857142857142867,-25.31328320802005,-2.614379084967316,51698.5711275,226.0,MUBI/USDT,3.6,['Ethereum'],"['Interoperability', 'BRC-20']",,https://coinmarketcap.com/currencies/multibit,No tags available for this,No tags available for this,2023-11-14,['Bitcoin Ecosystem'],multibit
56,USDJ/USDT,2024-10-08,1.128,-1.9641925951677537,-1.9641925951677537,-2.2106631989596948,-3.1759656652360633,-3.2744497109372426,-1.9641925951677537,61095.631964515812,248.0,USDJ/USDT,4.2,['Tron20'],['Stablecoin'],,https://coinmarketcap.com/currencies/usdj,No tags available for this,No tags available for this,2020-04-14,No tags available for this,usdj
364,XCN/USDT,2024-09-28,0.0012913,1.7653085349515243,-1.9514047076689467,-1.9514047076689467,-3.237167478456348,-17.303874479666984,-1.9514047076689467,23813.96433608641,485.0,XCN/USDT,3.7,"['Ethereum', 'BNB Smart Chain (BEP20)']",No tags available,,https://coinmarketcap.com/currencies/onyxcoin,No tags available,No tags available,2022-03-09,No tags available,onyxcoin
288,PBR/USDT,2024-09-27,0.02931,0.6179196704428411,-1.9404483104717318,-6.057692307692306,-6.9228326452842115,-29.79640718562875,-2.299999999999999,59888.379673065,1043.0,PBR/USDT,4.2,"['Ethereum', 'Polygon', 'BNB Smart Chain (BEP20)']","['Decentralized Exchange (DEX) Token', 'DeFi', 'Yield Farming', 'AMM', 'DEX', 'Launchpad']",,https://coinmarketcap.com/currencies/polkabridge,No tags available for this,No tags available for this,2021-01-25,"['Ethereum Ecosystem', 'BNB Smart Chain', 'Polygon Ecosystem']",polkabridge
549,LOOM/USDT,2024-09-22,0.05732,-1.4442916093535083,-1.933276304533788,-2.367569408959284,-2.367569408959284,-36.275708727070594,-2.350936967632026,10971.126203062,281.0,LOOM/USDT,4.1,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Platform', 'Scaling']",,https://coinmarketcap.com/currencies/loom-network,No tags available for this,No tags available for this,2018-03-14,"['Cosmos Ecosystem', 'Injective Ecosystem', 'BNB Chain']",loom-network
583,ANALOS/USDT,2024-10-04,4.58e-05,2.4608501118568222,-1.9271948608136933,-4.583333333333331,-17.179023508137433,-31.23123123123123,-2.3454157782515983,27931.80026901992,,,,,,,,,,,,
467,RDNT/USDT,2024-09-27,0.0614,-0.9677419354838651,-1.916932907348242,-16.462585034013596,-17.8045515394913,-28.935185185185187,-1.916932907348242,70160.08914217,317.0,RDNT/USDT,3.6,"['Ethereum', 'BNB Smart Chain (BEP20)', 'Arbitrum']","['DeFi', 'Binance Launchpool', 'Lending & Borrowing']","['Platform', 'DeFi', 'Interoperability', 'DAO', 'DApp', 'Yield Farming', 'Binance Chain', 'Leverage tokens', 'Lending & Borrowing', 'Web3', 'Arbitrum Ecosystem', 'BNB Chain']",https://coinmarketcap.com/currencies/radiant-capital,No tags available for this,No tags available for this,2022-07-21,['Arbitrum Ecosystem'],radiant-capital
605,GTAI/USDT,2024-09-28,0.8413,7.459445650785542,-1.9120904745248888,-1.9120904745248888,-1.9120904745248888,-17.365681170808365,-9.789834870255195,197660.54279897,,,,,,,,,,,,
740,MOXIE/USDT,2024-10-04,0.002222,0.13519603424966042,-1.8984547461368684,-11.509358821186785,-18.934695366654502,-45.27093596059114,-2.6719229084537828,50478.944519,,,,,,,,,,,,
512,LAI/USDT,2024-09-24,0.01499,4.097222222222224,-1.8979057591623056,-5.723270440251579,-16.629588431590655,-37.201508169250104,-2.6623376623376664,147458.398311086,2272.0,LAI/USDT,3.5,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Privacy', 'Zero Knowledge Proofs', 'Layer 2', 'DAO Maker']",,https://coinmarketcap.com/currencies/cryptogpt,No tags available for this,No tags available for this,2023-03-10,No tags available for this,cryptogpt
316,TRVL/USDT,2024-10-18,0.038489,2.2121308689186328,-1.8963627558432818,-1.8963627558432818,-1.8963627558432818,-1.8963627558432818,-6.35279805352797,28752.199275168,978.0,TRVL/USDT,4.0,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Tourism', 'Real World Assets']","['Hospitality', 'Marketplace', 'Loyalty', 'Discount Token', 'E-commerce', 'Identity', 'Payments', 'Staking', 'DAO', 'Ethereum Ecosystem', 'BNB Smart Chain', 'Governance', 'Tourism', 'Kenetic Capital Portfolio', 'Huobi Capital Portfolio', 'Web3', 'Token', 'BNB Chain']",https://coinmarketcap.com/currencies/trvl,No tags available for this,No tags available for this,2021-11-11,No tags available for this,trvl
33,BEPRO/USDT,2024-09-28,0.0003938,1.9943019943019866,-1.8933731938216298,-5.47287566010562,-7.904583723105708,-19.730941704035878,-2.4764735017335378,6344.4312461,956.0,BEPRO/USDT,4.3,"['Ethereum', 'Polygon', 'Moonbeam', 'Moonriver']","['DeFi', 'DApp']","['Marketing', 'Cybersecurity', 'Retail', 'Marketplace', 'Platform', 'Services', 'Communications & Social Media', 'Content Creation', 'Crowdsourcing', 'Jobs', 'Research', 'DApp', 'Ethereum Ecosystem', 'Software', 'Polygon Ecosystem', 'Web3', 'Opensource']",https://coinmarketcap.com/currencies/bepro-network,No tags available for this,No tags available for this,2019-12-20,No tags available for this,bepro-network
667,SQR/USDT,2024-09-28,0.0469,-1.4705882352941304,-1.8828451882845294,-3.4979423868312765,-11.842105263157896,-40.78282828282829,-9.807692307692308,11182.047148,,,,,,,,,,,,
579,ARTY/USDT,2024-09-29,0.4016,1.1332158146562588,-1.8812606889811838,-7.080055529847284,-7.080055529847284,-28.756430725563238,-1.8812606889811838,4887.74082135,,,,,,,,,,,,
310,VR/USDT,2024-09-30,0.006347,-0.8281250000000014,-1.8707482993197213,-5.704947258951119,-9.869355296790678,-19.002041858090852,-2.0222290830503247,869447.4891208332,674.0,VR/USDT,4.1,['Ethereum'],"['Collectibles & NFTs', 'Metaverse', 'Play To Earn']",,https://coinmarketcap.com/currencies/victoria-vr,No tags available for this,No tags available for this,2021-11-19,['Ethereum Ecosystem'],victoria-vr
246,SLIM/USDT,2024-09-27,0.08947,0.4490849893342288,-1.8538832821413018,-11.756583489496006,-16.562529142963733,-30.49794142779462,-4.043329043329053,11665.344824763,618.0,SLIM/USDT,3.7,['Solana'],"['PetRock Capital Portfolio', 'SkyVision Capital Portfolio']","['Launchpad', 'Solana Ecosystem']",https://coinmarketcap.com/currencies/solanium,No tags available for this,No tags available for this,2021-05-12,['Solana Ecosystem'],solanium
139,OMG/USDT,2024-09-20,0.2615,-0.22892025944295666,-1.8393393393393451,-5.935251798561156,-6.939501779359436,-21.96359295732617,-2.0232296740352247,49609.42531674,321.0,OMG/USDT,3.5,['Ethereum'],"['Scaling', 'State Channel', 'Pantera Capital Portfolio', 'SEC Security Token', 'Alleged SEC Securities']",,https://coinmarketcap.com/currencies/omg,No tags available for this,No tags available for this,2017-07-14,No tags available for this,omg
376,DAR/USDT,2024-09-27,0.1556,3.664223850766141,-1.8296529968454343,-5.006105006105014,-5.006105006105014,-13.603553581343707,-3.4140285536933614,26794.29150407,477.0,DAR/USDT,4.0,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Collectibles & NFTs', 'Binance Launchpool', 'Metaverse', 'Play To Earn', 'Animoca Brands Portfolio']",,https://coinmarketcap.com/currencies/mines-of-dalarnia,No tags available for this,No tags available for this,2021-08-24,['Chromia Ecosystem'],mines-of-dalarnia
390,GST/USDT,2024-09-28,0.01184,-0.1686340640809521,-1.8242122719734637,-2.7115858668857884,-6.106264869151466,-18.175535590877683,-1.8242122719734637,19949.133773226,853.0,GST/USDT,3.7,['Solana'],['Move To Earn'],,https://coinmarketcap.com/currencies/green-satoshi-token,No tags available for this,No tags available for this,2021-12-22,['Solana Ecosystem'],green-satoshi-token
435,POKT/USDT,2024-10-18,0.04362,2.394366197183099,-1.823092505064142,-1.823092505064142,-1.823092505064142,-1.823092505064142,-1.911400944456945,128042.145977101,277.0,POKT/USDT,4.0,[],No tags available for this,"['PoS', 'Distributed Computing', 'Interoperability', 'Staking', 'DAO', 'Web3', 'Token', 'Cross-Chain']",https://coinmarketcap.com/currencies/pocket-network,No tags available for this,No tags available for this,2021-09-12,No tags available for this,pocket-network
306,XTAG/USDT,2024-09-25,0.02145,-1.7407237746220723,-1.7857142857142767,-8.333333333333334,-8.333333333333334,-20.052180395080132,-2.3224043715846996,42090.374572716,1275.0,XTAG/USDT,3.6,"['Solana', 'Avalanche C-Chain']","['VBC Ventures Portfolio', 'SolRazr']","['Loyalty', 'Identity', 'Reputation', 'Ethereum Ecosystem', 'Avalanche Ecosystem', 'Solana Ecosystem', 'Web3', 'SolRazr']",https://coinmarketcap.com/currencies/xhashtag,No tags available for this,No tags available for this,2021-10-15,['Solana Ecosystem'],xhashtag
101,DFI/USDT,2024-09-20,0.0167,2.4539877300613564,-1.764705882352951,-2.3391812865497137,-3.4682080924855483,-26.431718061674015,-2.9069767441860495,20841.44793399,300.0,DFI/USDT,4.2,"['Ethereum', 'BNB Smart Chain (BEP20)']","['DeFi', 'Staking']","['Hybrid - PoW & PoS', 'Platform', 'Atomic Swaps', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Masternodes', 'Oracles', 'Stablecoin', 'DAO', 'DApp', 'Yield Farming', 'AMM', 'DEX', 'Tokenized Stock', 'Governance', 'DeFi Index', 'Options']",https://coinmarketcap.com/currencies/defichain,No tags available for this,No tags available for this,2020-07-03,No tags available for this,defichain
359,JAM/USDT,2024-09-19,0.0005099,6.22916666666666,-1.7154973014649293,-1.7154973014649293,-1.7154973014649293,-52.839437661857204,-7.105119329568223,38214.57501839029,1107.0,JAM/USDT,3.9,['Ethereum'],No tags available,"['Communications & Social Media', 'AI & Big Data', 'Content Creation', 'Entertainment', 'Music', 'Sharing Economy', 'Video', 'Ethereum Ecosystem', 'Social Token', 'Play To Earn', 'Web3']",https://coinmarketcap.com/currencies/geojam-token,No tags available,No tags available,2022-02-04,No tags available,geojam-token
274,DATA/USDT,2024-09-24,0.03627,0.3042035398230061,-1.7073170731707468,-5.052356020942412,-8.246901087781447,-24.875724937862483,-1.7605633802817031,30030.138719696,638.0,DATA/USDT,4.3,"['Ethereum', 'Polygon', 'BNB Smart Chain (BEP20)']","['Platform', 'Fabric Ventures Portfolio']",,https://coinmarketcap.com/currencies/streamr,No tags available for this,No tags available for this,2017-11-03,No tags available for this,streamr
175,XCAD/USDT,2024-10-05,0.2858,-1.6855865153078828,-1.6855865153078828,-8.16195372750642,-14.533492822966501,-24.610920601424425,-1.7531797868683374,198741.26778656,436.0,XCAD/USDT,no rating found,"['Zilliqa', 'Ethereum', 'BNB Smart Chain (BEP20)', 'Polygon', 'Metis Andromeda']",['Collectibles & NFTs'],,https://coinmarketcap.com/currencies/xcad-network,No tags available for this,No tags available for this,2021-05-17,No tags available for this,xcad-network
397,BOBA/USDT,2024-09-30,0.21012,3.665696383640037,-1.6844469399213888,-1.6844469399213888,-2.1149725146743634,-16.27017334130305,-2.346981456522749,108076.457254297,636.0,BOBA/USDT,3.7,"['Ethereum', 'Boba Network']","['Scaling', 'Layer 2', 'Rollups']",,https://coinmarketcap.com/currencies/boba-network,No tags available for this,No tags available for this,2021-11-16,No tags available for this,boba-network
682,RIO/USDT,2024-09-29,0.759,0.39682539682539714,-1.6839378238341984,-11.019929660023443,-34.90566037735849,-45.474137931034484,-2.442159383033421,396526.02886,1187.0,RIO/USDT,3.9,['Ethereum'],"['Metaverse', 'Real World Assets']",,https://coinmarketcap.com/currencies/realio-network,No tags available for this,No tags available for this,2020-06-25,No tags available for this,realio-network
201,ERG/USDT,2024-09-24,0.6556,-1.5615615615615728,-1.679664067186561,-4.0398126463700335,-10.314637482900139,-19.231243070099794,-1.6944069575648653,15343.10271083,310.0,ERG/USDT,4.0,[],"['Platform', 'Privacy', 'Smart Contracts', 'DApp', 'Layer 1']","['Platform', 'Store Of Value', 'Atomic Swaps', 'Collectibles & NFTs', 'Decentralized Exchange (DEX) Token', 'DeFi', 'Derivatives', 'Privacy', 'Mixer & Coinjoin', 'Zero Knowledge Proofs', 'Escrow', 'Interoperability', 'Oracles', 'Prediction Markets', 'Reputation', 'Scaling', 'State Channel', 'Smart Contracts', 'Stablecoin', 'Algorithmic Stablecoin', 'DApp', 'AMM', 'DEX', 'Seigniorage', 'Yield Aggregator', 'LP Tokens', 'DeFi Index']",https://coinmarketcap.com/currencies/ergo,['PoW'],['Mineable'],2017-06-29,['Cardano Ecosystem'],ergo
88,VIDT/USDT,2024-10-04,0.03015,1.344537815126054,-1.6634050880626225,-2.8985507246376856,-17.351973684210524,-43.10247216455935,-1.6634050880626225,28173.519964184,759.0,VIDT/USDT,3.8,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Platform', 'Collectibles & NFTs', 'Interoperability', 'Smart Contracts', 'Play To Earn']",,https://coinmarketcap.com/currencies/vidt-dao,No tags available for this,No tags available for this,2019-04-05,['BNB Smart Chain'],vidt-dao
309,POND/USDT,2024-09-24,0.012119,3.0089247768805794,-1.631493506493505,-1.782964583839855,-5.460644356034019,-14.654929577464799,-1.7033011598669812,22089.9457519867,290.0,POND/USDT,4.5,['Ethereum'],"['DeFi', 'Zero Knowledge Proofs', 'Scaling', 'Binance Labs Portfolio', 'Arrington XRP Capital Portfolio', 'Electric Capital Portfolio', 'DWF Labs Portfolio', 'Modular Blockchain']",,https://coinmarketcap.com/currencies/marlin,No tags available for this,No tags available for this,2020-12-22,"['Ethereum Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Injective Ecosystem']",marlin
415,CSPR/USDT,2024-09-28,0.01146,0.08733624454148116,-1.6309012875536562,-5.445544554455452,-6.142506142506147,-18.49217638691323,-2.134927412467978,182245.410996546,111.0,CSPR/USDT,4.3,[],"['Arrington XRP Capital Portfolio', 'Hashkey Capital Portfolio', 'OKEx Blockdream Ventures Portfolio']","['PoS', 'POS 3.0', 'Platform', 'Smart Contracts', 'DApp', 'Hashkey Capital Portfolio', 'Draper Venture Network Portfolio']",https://coinmarketcap.com/currencies/casper,No tags available for this,No tags available for this,2020-07-21,No tags available for this,casper
664,ESE/USDT,2024-09-18,0.01327,0.3782148260211777,-1.6308376575240895,-11.118553248492967,-12.754766600920442,-41.95100612423446,-2.3546725533480433,2405.4252201,,,,,,,,,,,,
7,ATOM/USDT,2024-09-27,4.3124,0.6535337503501184,-1.6242357879368587,-3.931920960591679,-5.642955604664888,-16.73617547111522,-1.9507980537492582,558183.91418464,20.0,ATOM/USDT,4.1,"['BNB Smart Chain (BEP20)', 'Osmosis', 'Ethereum', 'Polygon', 'Cronos', 'Canto']","['Platform', 'Interoperability', 'Polychain Capital Portfolio', 'DragonFly Capital Portfolio', 'Hashkey Capital Portfolio', '1Confirmation Portfolio', 'Paradigm Portfolio', 'Exnetwork Capital Portfolio', 'SEC Security Token', 'Alleged SEC Securities']","['Cosmos', 'Interoperability', 'Scaling', 'Staking', 'Platform']",https://coinmarketcap.com/currencies/cosmos,No tags available for this,No tags available for this,2019-03-14,"['Cosmos Ecosystem', 'Injective Ecosystem']",cosmos
592,NFP/USDT,2024-09-28,0.2265,6.890042472864559,-1.607298001737611,-2.622527944969903,-5.782029950083193,-13.681402439024396,-1.6500217108119835,6404.34756277,,,,,,,,,,,,
302,RSR/USDT,2024-09-28,0.007175,6.945893575793714,-1.5910026059525413,-1.5910026059525413,-2.101241642788916,-6.0740934677313785,-2.1145975443383325,128117.6908917671,270.0,RSR/USDT,4.5,"['Ethereum', 'Solana', 'Gnosis Chain', 'Base']","['Store Of Value', 'DeFi', 'Coinbase Ventures Portfolio', 'DCG Portfolio', 'Real World Assets']",,https://coinmarketcap.com/currencies/reserve-rights,No tags available for this,No tags available for this,2019-05-24,No tags available for this,reserve-rights
464,SIDUS/USDT,2024-09-27,0.00433,17.09031909140075,-1.590909090909105,-1.590909090909105,-1.590909090909105,-16.44152836742571,-2.696629213483153,133727.3161657306,464.0,SIDUS/USDT,3.9,"['Ethereum', 'BNB Smart Chain (BEP20)']","['Collectibles & NFTs', 'Metaverse', 'Play To Earn', 'Animoca Brands Portfolio', 'OKEx Blockdream Ventures Portfolio']","['Gaming', 'Ethereum Ecosystem', 'Metaverse']",https://coinmarketcap.com/currencies/sidus,No tags available for this,No tags available for this,2021-12-15,No tags available for this,sidus
